Base Part,Base Part Number,Base Style,Base Style Name,Category,Collection,Color,Date,Delivery Date,Delivery Month,Delivery Month ,Delivery Season,Delivery Season ,Family,Garment Type,Gender,Gender/Stature/Type,Global,Item Code,Macro Area,Master Style,Micro Area,Month,Product Category,Product Family,Product Gender,Product Sub-Family,Region,Region ,Reorder Type,Sales Area,Sales Area ,Style,Style Code,Style Code ,Style Description,Style Description ,Sub-Family,Year,Cost,Dnet,Margin $,Measure for Rank,MSRP,Order $ (U.S. Cost),Order $ (U.S. Dealer Net),Order $ (U.S. MSRP),Order $ (USD),Order Quantity,Style Count,Sum of Extra Quantity (Units),Sum of Quantity (Units)
92235-22VM,92235-22VM,MWS 1157448,MWS Random,Sportswear,Core,Grey,2021-03-29,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92235-22VM/927,EMEA,92235-22,,3,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92235-22VM,92235-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,19.64,58.06,422.62,353,116.12,216.04,638.66,1277.32,638.66,11,1,2,11
98522-22VM,98522-22VM,MWS 1607345,MWS Random,Sportswear,Core,Black,2021-11-13,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,98522-22VM/341,North America,98522-22,,11,Sportswear,Tops Woven,Men's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,98522-22VM,98522-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.25,44.02,421.09,253,88.04,327.25,748.34,1496.68,748.34,17,1,4,17
96825-22VM,96825-22VM,MWS 1966330,MWS Random,Sportswear,Core,Black,2021-05-07,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96825-22VM/661,EMEA,96825-22,,5,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96825-22VM,96825-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.86,61.23,400.44,325,122.46,334.32,734.76,1469.52,734.76,12,1,0,12
92828-22VM,92828-22VM,MWS 1330471,MWS Random,Sportswear,Seasonal,Blue,2021-03-14,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92828-22VM/090,EMEA,92828-22,,3,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92828-22VM,92828-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,23.17,57.67,655.5,311,115.34,440.23,1095.73,2191.46,1095.73,19,1,5,19
98606-22VM,98606-22VM,MWS 1133380,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-06-01,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,98606-22VM/668,APAC,98606-22,,6,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,98606-22VM,98606-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,14.94,41.43,105.96,367,82.86,59.76,165.72,331.44,165.72,4,1,4,4
95298-22VM,95298-22VM,MWS 1577689,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-01-09,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95298-22VM/604,North America,95298-22,,1,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95298-22VM,95298-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,13.93,29.02,271.62,212,58.04,250.74,522.36,1044.72,522.36,18,1,1,18
94484-22VM,94484-22VM,MWS 1782276,MWS Random,Sportswear,Core,Blue,2021-10-21,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94484-22VM/568,North America,94484-22,,10,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94484-22VM,94484-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,24.06,59.55,638.82,191,119.1,433.08,1071.9,2143.8,1071.9,18,1,5,18
96231-22VM,96231-22VM,MWS 1925191,MWS Random,Sportswear,Seasonal,Red,2021-02-16,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96231-22VM/223,APAC,96231-22,,2,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96231-22VM,96231-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,19.87,44.0,168.91,271,88.0,139.09,308.0,616.0,308.0,7,1,3,7
97183-22VM,97183-22VM,MWS 1911146,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-08-27,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,97183-22VM/521,EMEA,97183-22,,8,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,97183-22VM,97183-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,13.28,31.88,241.8,270,63.76,172.64,414.44,828.88,414.44,13,1,1,13
93461-22VM,93461-22VM,MWS 1595722,MWS Random,Sportswear,Core,Blue,2021-02-02,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93461-22VM/266,North America,93461-22,,2,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93461-22VM,93461-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,19.57,51.74,128.68,435,103.48,78.28,206.96,413.92,206.96,4,1,4,4
99030-22VM,99030-22VM,MWS 1440153,MWS Random,Sportswear,Seasonal,Red,2021-11-25,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99030-22VM/555,APAC,99030-22,,11,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99030-22VM,99030-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,11.63,29.7,325.26,441,59.4,209.34,534.6,1069.2,534.6,18,1,0,18
93033-22VM,93033-22VM,MWS 1221859,MWS Random,Sportswear,Seasonal,Red,2021-02-02,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93033-22VM/102,North America,93033-22,,2,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93033-22VM,93033-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,21.26,58.59,373.3,419,117.18,212.6,585.9,1171.8,585.9,10,1,3,10
94387-22VM,94387-22VM,MWS 1857769,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-09-29,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94387-22VM/095,EMEA,94387-22,,9,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94387-22VM,94387-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.87,66.77,251.4,239,133.54,149.22,400.62,801.24,400.62,6,1,1,6
90910-22VM,90910-22VM,MWS 1233793,MWS Random,Sportswear,Seasonal,Grey,2021-09-22,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90910-22VM/063,EMEA,90910-22,,9,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90910-22VM,90910-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,10.3,21.19,98.01,288,42.38,92.7,190.71,381.42,190.71,9,1,0,9
92953-22VM,92953-22VM,MWS 1996196,MWS Random,Sportswear,Core,Grey,2021-09-15,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92953-22VM/931,North America,92953-22,,9,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92953-22VM,92953-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,13.99,31.15,188.76,138,62.3,153.89,342.65,685.3,342.65,11,1,2,11
92877-22VM,92877-22VM,MWS 1979288,MWS Random,Sportswear,Core,Blue,2021-09-27,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92877-22VM/729,North America,92877-22,,9,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92877-22VM,92877-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,13.72,34.04,243.84,232,68.08,164.64,408.48,816.96,408.48,12,1,0,12
90076-22VM,90076-22VM,MWS 1647954,MWS Random,Sportswear,Core,Green,2021-10-25,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90076-22VM/611,North America,90076-22,,10,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,90076-22VM,90076-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.87,43.91,87.12,468,87.82,44.61,131.73,263.46,131.73,3,1,1,3
96501-22VM,96501-22VM,MWS 1403046,MWS Random,Sportswear,Seasonal,Blue,2021-12-30,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96501-22VM/780,North America,96501-22,,12,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96501-22VM,96501-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,21.03,49.2,309.87,403,98.4,231.33,541.2,1082.4,541.2,11,1,1,11
93301-22VM,93301-22VM,MWS 1648084,MWS Random,Sportswear,Seasonal,Grey,2021-08-24,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93301-22VM/514,APAC,93301-22,,8,Sportswear,Tops Woven,Unisex,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93301-22VM,93301-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,14.91,41.23,184.24,149,82.46,104.37,288.61,577.22,288.61,7,1,0,7
99403-22VM,99403-22VM,MWS 1047160,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-05-20,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99403-22VM/107,APAC,99403-22,,5,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99403-22VM,99403-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,16.83,39.84,276.12,218,79.68,201.96,478.08,956.16,478.08,12,1,4,12
90523-22VM,90523-22VM,MWS 1703407,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-01-14,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90523-22VM/426,North America,90523-22,,1,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90523-22VM,90523-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,28.14,69.13,737.82,233,138.26,506.52,1244.34,2488.68,1244.34,18,1,5,18
92211-22VM,92211-22VM,MWS 1593015,MWS Random,Sportswear,Core,Red,2021-01-20,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92211-22VM/245,APAC,92211-22,,1,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92211-22VM,92211-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.53,72.81,44.28,147,145.62,28.53,72.81,145.62,72.81,1,1,1,1
94004-22VM,94004-22VM,MWS 1694268,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-05-02,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94004-22VM/930,APAC,94004-22,,5,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94004-22VM,94004-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.96,70.09,180.52,443,140.18,99.84,280.36,560.72,280.36,4,1,5,4
91635-22VM,91635-22VM,MWS 1370336,MWS Random,Sportswear,Seasonal,Black,2021-12-21,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91635-22VM/792,APAC,91635-22,,12,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91635-22VM,91635-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.38,61.8,566.72,159,123.6,422.08,988.8,1977.6,988.8,16,1,3,16
92079-22VM,92079-22VM,MWS 1958687,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-08-10,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92079-22VM/210,APAC,92079-22,,8,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92079-22VM,92079-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.24,27.03,147.9,224,54.06,122.4,270.3,540.6,270.3,10,1,1,10
94242-22VM,94242-22VM,MWS 1170899,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-09-29,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94242-22VM/151,EMEA,94242-22,,9,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94242-22VM,94242-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.31,44.09,173.46,226,88.18,135.17,308.63,617.26,308.63,7,1,0,7
90555-22VM,90555-22VM,MWS 1077447,MWS Random,Sportswear,Core,Black,2021-01-02,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,90555-22VM/116,APAC,90555-22,,1,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90555-22VM,90555-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,27.76,76.83,490.7,212,153.66,277.6,768.3,1536.6,768.3,10,1,0,10
90158-22VM,90158-22VM,MWS 1610322,MWS Random,Sportswear,Seasonal,Red,2021-03-15,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90158-22VM/173,APAC,90158-22,,3,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90158-22VM,90158-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,15.79,45.19,382.2,377,90.38,205.27,587.47,1174.94,587.47,13,1,4,13
93180-22VM,93180-22VM,MWS 1749546,MWS Random,Sportswear,Core,Grey,2021-05-07,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93180-22VM/011,North America,93180-22,,5,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93180-22VM,93180-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.75,54.94,611.61,447,109.88,432.25,1043.86,2087.72,1043.86,19,1,2,19
99031-22VM,99031-22VM,MWS 1674362,MWS Random,Sportswear,Seasonal,Green,2021-05-17,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99031-22VM/710,EMEA,99031-22,,5,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99031-22VM,99031-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,23.46,63.52,640.96,116,127.04,375.36,1016.32,2032.64,1016.32,16,1,0,16
91340-22VM,91340-22VM,MWS 1350443,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-03-13,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91340-22VM/856,North America,91340-22,,3,Sportswear,Tops Woven,Women's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91340-22VM,91340-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,13.54,40.15,79.83,246,80.3,40.62,120.45,240.9,120.45,3,1,4,3
91029-22VM,91029-22VM,MWS 1954412,MWS Random,Sportswear,Seasonal,Green,2021-01-02,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91029-22VM/567,North America,91029-22,,1,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91029-22VM,91029-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,16.29,38.71,44.84,197,77.42,32.58,77.42,154.84,77.42,2,1,5,2
91370-22VM,91370-22VM,MWS 1859498,MWS Random,Sportswear,Core,Black,2021-04-23,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91370-22VM/771,EMEA,91370-22,,4,Sportswear,Tops Woven,Men's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91370-22VM,91370-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,16.56,49.0,583.92,146,98.0,298.08,882.0,1764.0,882.0,18,1,1,18
99884-22VM,99884-22VM,MWS 1511608,MWS Random,Sportswear,Seasonal,Blue,2021-09-23,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99884-22VM/097,North America,99884-22,,9,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99884-22VM,99884-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.39,57.51,280.96,422,115.02,179.12,460.08,920.16,460.08,8,1,0,8
94892-22VM,94892-22VM,MWS 1809523,MWS Random,Sportswear,Seasonal,Blue,2021-11-12,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94892-22VM/035,EMEA,94892-22,,11,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94892-22VM,94892-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,14.76,32.19,191.73,232,64.38,162.36,354.09,708.18,354.09,11,1,1,11
97468-22VM,97468-22VM,MWS 1232261,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-05-02,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97468-22VM/428,North America,97468-22,,5,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97468-22VM,97468-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,26.87,55.48,228.88,335,110.96,214.96,443.84,887.68,443.84,8,1,3,8
94564-22VM,94564-22VM,MWS 1389703,MWS Random,Sportswear,Seasonal,Black,2021-09-09,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94564-22VM/500,EMEA,94564-22,,9,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94564-22VM,94564-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,18.58,52.29,269.68,351,104.58,148.64,418.32,836.64,418.32,8,1,2,8
96596-22VM,96596-22VM,MWS 1999694,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-08-26,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96596-22VM/317,EMEA,96596-22,,8,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96596-22VM,96596-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.53,53.56,319.33,236,107.12,269.83,589.16,1178.32,589.16,11,1,5,11
94308-22VM,94308-22VM,MWS 1446546,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-12-05,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94308-22VM/358,North America,94308-22,,12,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94308-22VM,94308-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,10.88,26.08,288.8,186,52.16,206.72,495.52,991.04,495.52,19,1,4,19
99286-22VM,99286-22VM,MWS 1535464,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-08-05,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99286-22VM/977,EMEA,99286-22,,8,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99286-22VM,99286-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.4,73.03,885.97,406,146.06,501.6,1387.57,2775.14,1387.57,19,1,5,19
95791-22VM,95791-22VM,MWS 1162567,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-04-19,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95791-22VM/886,EMEA,95791-22,,4,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95791-22VM,95791-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,19.89,47.0,379.54,338,94.0,278.46,658.0,1316.0,658.0,14,1,0,14
99210-22VM,99210-22VM,MWS 1112625,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-05-23,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99210-22VM/919,North America,99210-22,,5,Sportswear,Tops Woven,Unisex,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99210-22VM,99210-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,28.06,68.77,162.84,114,137.54,112.24,275.08,550.16,275.08,4,1,2,4
95095-22VM,95095-22VM,MWS 1307938,MWS Random,Sportswear,Core,Red,2021-11-16,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95095-22VM/101,EMEA,95095-22,,11,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95095-22VM,95095-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,17.44,39.01,431.4,142,78.02,348.8,780.2,1560.4,780.2,20,1,0,20
94624-22VM,94624-22VM,MWS 1472998,MWS Random,Sportswear,Seasonal,Grey,2021-10-02,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94624-22VM/980,APAC,94624-22,,10,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94624-22VM,94624-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,29.78,63.58,135.2,300,127.16,119.12,254.32,508.64,254.32,4,1,5,4
96892-22VM,96892-22VM,MWS 1078768,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-05-15,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96892-22VM/311,North America,96892-22,,5,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96892-22VM,96892-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,25.8,65.34,197.7,375,130.68,129.0,326.7,653.4,326.7,5,1,5,5
98059-22VM,98059-22VM,MWS 1406103,MWS Random,Sportswear,Seasonal,Green,2021-11-30,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,98059-22VM/019,APAC,98059-22,,11,Sportswear,Tops Woven,Men's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,98059-22VM,98059-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,13.73,33.62,99.45,397,67.24,68.65,168.1,336.2,168.1,5,1,5,5
91983-22VM,91983-22VM,MWS 1406525,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-04-01,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91983-22VM/657,North America,91983-22,,4,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91983-22VM,91983-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,10.54,29.24,261.8,334,58.48,147.56,409.36,818.72,409.36,14,1,4,14
93855-22VM,93855-22VM,MWS 1799717,MWS Random,Sportswear,Seasonal,Black,2021-10-15,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93855-22VM/603,North America,93855-22,,10,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93855-22VM,93855-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.72,31.64,101.52,284,63.28,88.32,189.84,379.68,189.84,6,1,3,6
95156-22VM,95156-22VM,MWS 1004624,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-01-08,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95156-22VM/386,EMEA,95156-22,,1,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95156-22VM,95156-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,20.22,40.59,101.85,233,81.18,101.1,202.95,405.9,202.95,5,1,1,5
99144-22VM,99144-22VM,MWS 1529972,MWS Random,Sportswear,Core,Green,2021-06-24,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99144-22VM/095,North America,99144-22,,6,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99144-22VM,99144-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,28.07,61.76,505.35,362,123.52,421.05,926.4,1852.8,926.4,15,1,0,15
